,Close
0,34.9900016784668
1,32.0
2,31.149999618530273
3,32.5
4,32.939998626708984
5,31.799999237060547
6,33.0
7,34.0
8,34.0
9,37.0
10,36.650001525878906
11,35.79999923706055
12,36.400001525878906
13,35.25
14,33.400001525878906
15,31.989999771118164
16,32.45000076293945
17,31.899999618530273
18,31.5
19,30.0
20,32.29999923706055
21,34.58000183105469
22,33.900001525878906
23,32.5
24,32.599998474121094
25,34.5
26,35.20000076293945
27,35.5
28,35.849998474121094
29,35.599998474121094
30,35.900001525878906
31,35.95000076293945
32,35.54999923706055
33,33.5
34,33.0
35,33.25
36,33.0
37,34.29999923706055
38,34.20000076293945
39,33.75
40,34.29999923706055
41,33.349998474121094
42,33.0
43,30.299999237060547
44,28.729999542236328
45,29.950000762939453
46,29.399999618530273
47,28.0
48,28.450000762939453
49,27.0
50,24.510000228881836
51,25.010000228881836
52,25.889999389648438
53,24.899999618530273
54,23.350000381469727
55,23.600000381469727
56,21.799999237060547
57,24.649999618530273
58,25.600000381469727
59,26.0
60,26.399999618530273
61,25.700000762939453
62,27.25
63,25.649999618530273
64,24.600000381469727
65,23.520000457763672
66,24.8700008392334
67,25.5
68,25.739999771118164
69,25.399999618530273
70,24.59000015258789
71,24.790000915527344
72,24.049999237060547
73,26.5
74,25.610000610351562
75,25.25
76,25.600000381469727
77,25.799999237060547
78,26.899999618530273
79,27.709999084472656
80,26.5
81,27.799999237060547
82,26.549999237060547
83,27.600000381469727
84,26.520000457763672
85,25.860000610351562
86,25.84000015258789
87,27.350000381469727
88,27.190000534057617
89,26.299999237060547
90,25.459999084472656
91,25.459999084472656
92,24.899999618530273
93,23.700000762939453
94,23.0
95,23.899999618530273
96,24.850000381469727
97,26.25
98,25.5
99,25.5
100,23.649999618530273
101,23.93000030517578
102,24.049999237060547
103,25.799999237060547
104,26.489999771118164
105,25.549999237060547
106,24.690000534057617
107,23.899999618530273
108,22.75
109,22.799999237060547
110,21.65999984741211
111,20.850000381469727
112,21.920000076293945
113,20.610000610351562
114,20.850000381469727
115,21.25
116,20.5
117,20.049999237060547
118,21.1200008392334
119,22.0
120,21.229999542236328
121,24.899999618530273
122,28.25
123,27.0
124,26.010000228881836
125,26.549999237060547
126,27.25
127,26.0
128,27.239999771118164
129,27.309999465942383
130,26.450000762939453
131,25.940000534057617
132,26.940000534057617
133,26.799999237060547
134,26.600000381469727
135,26.399999618530273
136,26.1200008392334
137,26.049999237060547
138,26.850000381469727
139,27.200000762939453
140,27.149999618530273
141,26.799999237060547
142,26.5
143,25.200000762939453
144,24.0
145,24.5
146,23.0
147,23.34000015258789
148,22.700000762939453
149,21.75
150,21.760000228881836
151,23.100000381469727
152,23.600000381469727
153,24.239999771118164
154,23.239999771118164
155,22.25
156,22.0
157,21.399999618530273
158,21.899999618530273
159,22.290000915527344
160,21.209999084472656
161,20.09000015258789
162,19.899999618530273
163,18.850000381469727
164,18.139999389648438
165,18.100000381469727
166,18.299999237060547
167,19.059999465942383
168,20.0
169,18.850000381469727
170,18.299999237060547
171,17.600000381469727
172,17.899999618530273
173,17.950000762939453
174,17.799999237060547
175,17.3700008392334
176,17.0
177,17.34000015258789
178,18.389999389648438
179,18.299999237060547
180,18.399999618530273
181,18.709999084472656
182,18.739999771118164
183,19.489999771118164
184,19.790000915527344
185,18.700000762939453
186,16.920000076293945
187,17.200000762939453
188,17.350000381469727
189,17.040000915527344
190,16.899999618530273
191,16.299999237060547
192,15.25
193,14.800000190734863
194,14.9399995803833
195,14.40999984741211
196,14.25
197,15.380000114440918
198,11.84000015258789
199,11.470000267028809
200,11.479999542236328
201,11.210000038146973
202,11.050000190734863
203,12.119999885559082
204,12.5
205,12.4399995803833
206,12.850000381469727
207,12.460000038146973
208,11.899999618530273
209,10.550000190734863
210,10.800000190734863
211,10.170000076293945
212,9.6899995803833
213,9.279999732971191
214,8.75
215,9.760000228881836
216,8.399999618530273
217,8.100000381469727
218,7.840000152587891
219,7.849999904632568
220,9.100000381469727
221,8.649999618530273
222,8.350000381469727
223,8.5
224,8.989999771118164
225,9.100000381469727
226,7.260000228881836
227,8.5
228,9.09000015258789
229,8.399999618530273
230,7.25
231,7.099999904632568
232,7.03000020980835
233,7.449999809265137
234,7.849999904632568
235,7.400000095367432
236,8.649999618530273
237,8.199999809265137
238,6.900000095367432
239,6.699999809265137
240,6.5
241,6.599999904632568
242,6.210000038146973
243,5.5
244,4.860000133514404
245,4.5
246,4.010000228881836
247,4.550000190734863
248,5.25
249,6.079999923706055
250,5.789999961853027
251,5.920000076293945
252,6.75
253,5.960000038146973
254,5.480000019073486
255,5.659999847412109
256,5.389999866485596
257,5.679999828338623
258,5.199999809265137
259,5.380000114440918
260,5.079999923706055
261,4.96999979019165
262,4.590000152587891
263,4.349999904632568
264,4.010000228881836
265,4.340000152587891
266,4.460000038146973
267,4.800000190734863
268,4.880000114440918
269,5.150000095367432
270,4.699999809265137
271,4.579999923706055
272,4.320000171661377
273,4.46999979019165
274,4.739999771118164
275,5.449999809265137
276,5.75
277,5.949999809265137
278,6.0
279,5.949999809265137
280,5.519999980926514
281,5.860000133514404
282,6.099999904632568
283,6.449999809265137
284,6.420000076293945
285,5.900000095367432
286,5.559999942779541
287,5.849999904632568
288,6.150000095367432
289,6.019999980926514
290,6.449999809265137
291,6.980000019073486
292,7.119999885559082
293,6.75
294,6.78000020980835
295,6.579999923706055
296,6.400000095367432
297,6.5
298,6.349999904632568
299,6.320000171661377
300,6.349999904632568
301,6.230000019073486
302,5.800000190734863
303,6.210000038146973
304,6.179999828338623
305,6.25
306,6.429999828338623
307,6.480000019073486
308,6.849999904632568
309,6.849999904632568
310,6.690000057220459
311,6.53000020980835
312,6.659999847412109
313,6.730000019073486
314,6.929999828338623
315,7.610000133514404
316,7.199999809265137
317,6.840000152587891
318,6.619999885559082
319,6.519999980926514
320,6.960000038146973
321,6.860000133514404
322,6.510000228881836
323,6.21999979019165
324,6.099999904632568
325,6.300000190734863
326,6.050000190734863
327,5.960000038146973
328,5.949999809265137
329,5.800000190734863
330,5.989999771118164
331,6.28000020980835
332,6.130000114440918
333,6.150000095367432
334,6.190000057220459
335,6.690000057220459
336,6.71999979019165
337,6.789999961853027
338,6.75
339,6.75
340,6.869999885559082
341,7.119999885559082
342,6.789999961853027
343,6.659999847412109
344,7.190000057220459
345,7.289999961853027
346,7.400000095367432
347,7.650000095367432
348,7.449999809265137
349,7.170000076293945
350,7.03000020980835
351,7.5
352,7.650000095367432
353,7.989999771118164
354,7.909999847412109
355,7.849999904632568
356,8.180000305175781
357,8.550000190734863
358,8.739999771118164
359,8.369999885559082
360,8.25
361,8.729999542236328
362,8.779999732971191
363,8.65999984741211
364,8.800000190734863
365,8.979999542236328
366,9.390000343322754
367,9.239999771118164
368,8.890000343322754
369,9.029999732971191
370,8.869999885559082
371,9.529999732971191
372,9.350000381469727
373,9.520000457763672
374,9.369999885559082
375,10.100000381469727
376,10.100000381469727
377,10.210000038146973
378,10.039999961853027
379,10.649999618530273
380,10.699999809265137
381,11.300000190734863
382,10.899999618530273
383,10.380000114440918
384,9.949999809265137
385,10.399999618530273
386,10.5
387,10.369999885559082
388,10.489999771118164
389,11.050000190734863
390,11.380000114440918
391,11.789999961853027
392,12.010000228881836
393,11.470000267028809
394,12.25
395,12.300000190734863
396,12.609999656677246
397,11.920000076293945
398,11.84000015258789
399,11.65999984741211
400,11.09000015258789
401,11.180000305175781
402,11.210000038146973
403,11.630000114440918
404,12.0
405,10.90999984741211
406,10.75
407,10.970000267028809
408,11.760000228881836
409,11.5
410,11.829999923706055
411,11.779999732971191
412,11.899999618530273
413,11.550000190734863
414,11.579999923706055
415,11.380000114440918
416,11.050000190734863
