,Close
0,2.691411018371582
1,2.5747530460357666
2,2.5747530460357666
3,2.5740010738372803
4,2.6613059043884277
5,2.784738063812256
6,2.784738063812256
7,2.784738063812256
8,2.6944220066070557
9,2.799941062927246
10,2.8449480533599854
11,2.8598499298095703
12,2.7997899055480957
13,2.8118319511413574
14,2.8374218940734863
15,2.8449480533599854
16,2.800091028213501
17,2.82989501953125
18,2.8449480533599854
19,2.8675270080566406
20,2.9653689861297607
21,3.0255799293518066
22,2.92021107673645
23,2.8932669162750244
24,2.8131868839263916
25,2.8131868839263916
26,2.890105962753296
27,2.8449480533599854
28,2.7997899055480957
29,2.807317018508911
30,2.754631996154785
31,2.7696850299835205
32,2.7019479274749756
33,2.73205304145813
34,2.6793689727783203
35,2.754331111907959
36,2.7094740867614746
37,2.717000961303711
38,2.754631996154785
39,2.792263984680176
40,2.792263984680176
41,2.6500160694122314
42,2.6342110633850098
43,2.58905291557312
44,2.559248924255371
45,2.6266849040985107
46,2.6795198917388916
47,2.6795198917388916
48,2.6795198917388916
49,2.566473960876465
50,2.641887903213501
51,2.7243759632110596
52,2.6944220066070557
53,2.739579916000366
54,2.7621591091156006
55,2.7696850299835205
56,2.7094740867614746
57,2.586042881011963
58,2.5438950061798096
59,2.5438950061798096
60,2.4228720664978027
61,2.408271074295044
62,2.3783159255981445
63,2.48368501663208
64,2.5288429260253906
65,2.39336895942688
66,2.498737096786499
67,2.5965800285339355
68,2.619158983230591
69,2.58905291557312
70,2.5815269947052
71,2.5289928913116455
72,2.4025509357452393
73,2.3482110500335693
74,2.4760079383850098
75,2.605009078979492
76,2.4912109375
77,2.453579902648926
78,2.551422119140625
79,2.5441958904266357
80,2.6342110633850098
81,2.6342110633850098
82,2.5740010738372803
83,2.529594898223877
84,2.5619590282440186
85,2.48368501663208
86,2.3482110500335693
87,2.3485119342803955
88,2.423474073410034
89,2.400895118713379
90,2.48368501663208
91,2.619158983230591
92,2.664315938949585
93,2.664315938949585
94,2.664315938949585
95,2.7380740642547607
96,2.7696850299835205
97,2.754631996154785
98,2.664315938949585
99,2.664315938949585
100,2.724526882171631
101,2.649264097213745
102,2.58905291557312
103,2.612234115600586
104,2.82989501953125
105,2.9044060707092285
106,2.7549331188201904
107,2.739579916000366
108,2.7325050830841064
109,2.8598499298095703
110,2.82989501953125
111,2.8675270080566406
112,2.82989501953125
113,2.92021107673645
114,2.92021107673645
115,2.8750529289245605
116,2.8600010871887207
117,2.92021107673645
118,2.9352641105651855
119,3.0105268955230713
120,3.0103769302368164
121,2.897783041000366
122,2.8675270080566406
123,2.875204086303711
124,2.9275870323181152
125,2.9275870323181152
126,2.861656904220581
127,2.814542055130005
128,2.7243759632110596
129,2.8146920204162598
130,2.912684917449951
131,2.957843065261841
132,3.0030009746551514
133,2.890105962753296
134,2.8524739742279053
135,2.92021107673645
136,3.0406320095062256
137,3.0030009746551514
138,2.890105962753296
139,2.890105962753296
140,2.724526882171631
141,2.7471060752868652
142,2.7471060752868652
143,2.6868948936462402
144,2.724526882171631
145,2.8750529289245605
146,2.897783041000366
147,2.807317018508911
148,2.82989501953125
149,2.7772109508514404
150,2.82989501953125
151,2.8750529289245605
152,2.8450989723205566
153,2.828389883041382
154,2.8447980880737305
155,2.784738063812256
156,2.8601510524749756
157,2.882580041885376
158,2.933608055114746
159,2.8810739517211914
160,2.7845869064331055
161,2.7924139499664307
162,2.9200611114501953
163,2.933608055114746
164,2.9653689861297607
165,2.972896099090576
166,2.9352641105651855
167,2.8600010871887207
168,2.8750529289245605
169,2.8675270080566406
170,2.847959041595459
171,2.739579916000366
172,2.6944220066070557
173,2.7093238830566406
174,2.73205304145813
175,2.694722890853882
176,2.695173978805542
177,2.6944220066070557
178,2.7019479274749756
179,2.7288920879364014
180,2.66416597366333
181,2.6424899101257324
182,2.5889029502868652
183,2.6041059494018555
184,2.6041059494018555
185,2.5750539302825928
186,2.5750539302825928
187,2.5137898921966553
188,2.333158016204834
189,2.423474073410034
190,2.2654221057891846
191,2.188652992248535
192,2.312084913253784
193,2.423474073410034
194,2.5137898921966553
195,2.4099268913269043
196,2.3567910194396973
197,2.3567910194396973
198,2.453579902648926
199,2.4310009479522705
200,2.4310009479522705
201,2.558948040008545
202,2.4686319828033447
203,2.38584303855896
204,2.3707900047302246
205,2.3903579711914062
206,2.3557369709014893
207,2.3768110275268555
208,2.38584303855896
209,2.3783159255981445
210,2.5062639713287354
211,2.5062639713287354
212,2.528090000152588
213,2.5740010738372803
214,2.5815269947052
215,2.58905291557312
216,2.5892040729522705
217,2.650768995285034
218,2.6944220066070557
219,2.656790018081665
220,2.660552978515625
221,2.6868948936462402
222,2.5607540607452393
223,2.5137898921966553
224,2.5815269947052
225,2.6116321086883545
226,2.6116321086883545
227,2.6808741092681885
228,2.792263984680176
229,2.754631996154785
230,2.6793689727783203
231,2.754631996154785
232,2.7019479274749756
233,2.7433431148529053
234,2.7621591091156006
235,2.7621591091156006
236,2.7772109508514404
237,2.802500009536743
238,2.7696850299835205
239,2.784738063812256
240,2.807317018508911
241,2.8374218940734863
242,2.8449480533599854
243,2.828389883041382
244,2.723021984100342
245,2.623673915863037
246,2.649264097213745
247,2.7094740867614746
248,2.619158983230591
249,2.664315938949585
250,2.664315938949585
251,2.6718430519104004
252,2.6038050651550293
253,2.656790018081665
254,2.6494140625
255,2.6223199367523193
256,2.6266849040985107
257,2.619158983230591
258,2.656790018081665
259,2.619158983230591
260,2.595073938369751
261,2.5815269947052
262,2.5815269947052
263,2.5815269947052
264,2.566473960876465
265,2.647006034851074
266,2.6491129398345947
267,2.6491129398345947
268,2.6491129398345947
269,2.7696850299835205
270,2.739428997039795
271,2.6944220066070557
272,2.6644670963287354
273,2.7094740867614746
274,2.6944220066070557
275,2.649264097213745
276,2.635715961456299
277,2.6033530235290527
278,2.58905291557312
279,2.619158983230591
280,2.697432041168213
281,2.6793689727783203
282,2.649264097213745
283,2.6786160469055176
284,2.7094740867614746
285,2.649264097213745
286,2.649264097213745
287,2.649264097213745
288,2.5889029502868652
289,2.57384991645813
290,2.5511209964752197
291,2.5288429260253906
292,2.5438950061798096
293,2.6101269721984863
294,2.6417369842529297
295,2.664315938949585
296,2.6116321086883545
297,2.6116321086883545
298,2.6116321086883545
299,2.5655710697174072
300,2.6944220066070557
301,2.739579916000366
302,2.6868948936462402
303,2.6868948936462402
304,2.7787160873413086
305,2.814992904663086
306,2.863010883331299
307,3.0105268955230713
308,3.115895986557007
309,3.078263998031616
310,3.078263998031616
311,2.950467109680176
